episode,agent_steps,elapsed_s,nash_conv,exploitability,sl_loss_p0,sl_loss_p1,rl_loss_p0,rl_loss_p1
370000,894335,458.3,0.231293,0.115647,0.473197,0.288776,0.398983,0.348914
380000,919179,471.2,0.229624,0.114812,0.480954,0.346534,0.464617,0.513722
390000,943932,484.8,0.228876,0.114438,0.520925,0.305643,0.447927,0.765372
400000,968440,498.8,0.22645,0.113225,0.384451,0.338958,0.414317,0.896837
410000,993039,512.8,0.223224,0.111612,0.461422,0.362337,0.382851,0.726781
420000,1017541,526.8,0.219624,0.109812,0.514233,0.346817,0.330964,0.345174
430000,1041952,541.9,0.220326,0.110163,0.422479,0.272968,0.378453,0.403307
440000,1066450,556.9,0.216607,0.108304,0.361199,0.236678,0.287444,0.672253
450000,1090886,571.5,0.21721,0.108605,0.363973,0.34921,0.423976,0.68439
460000,1115390,587.8,0.215671,0.107835,0.392148,0.416899,0.312019,0.591014
470000,1139785,605.8,0.213703,0.106851,0.391851,0.296564,0.435272,0.657635
480000,1164307,620.2,0.214515,0.107258,0.424029,0.322053,0.279319,0.705556
490000,1188744,634.3,0.209327,0.104664,0.392098,0.345765,0.307264,0.716069
500000,1213326,649.0,0.207333,0.103666,0.430749,0.465229,0.432263,0.353443
510000,1237950,662.8,0.199313,0.099656,0.309392,0.389513,0.30633,0.786027
520000,1262618,676.0,0.195024,0.097512,0.435698,0.418197,0.43159,0.6513
530000,1287333,689.3,0.198515,0.099258,0.360752,0.308486,0.353714,0.5396
540000,1312082,702.8,0.192843,0.096421,0.404265,0.417121,0.488258,0.639188
550000,1336837,716.1,0.19049,0.095245,0.388159,0.425,0.380815,0.449906
560000,1361693,730.4,0.196263,0.098131,0.381093,0.39112,0.572403,0.466998
570000,1386471,743.7,0.182906,0.091453,0.391138,0.378356,0.349411,0.435017
580000,1411313,756.3,0.184632,0.092316,0.336103,0.313919,0.599708,0.654658
590000,1436106,768.3,0.18893,0.094465,0.338518,0.41688,0.404386,0.552358
600000,1460736,780.0,0.191635,0.095818,0.442294,0.325309,0.347894,0.56184
610000,1485448,791.8,0.168771,0.084385,0.461571,0.471704,0.525866,0.513585
620000,1510115,803.5,0.173411,0.086705,0.450523,0.481829,0.363039,0.747579
630000,1534897,814.8,0.176241,0.08812,0.39489,0.377602,0.351845,0.511654
640000,1559585,826.3,0.177972,0.088986,0.386156,0.412749,0.436719,0.702183
650000,1584349,837.6,0.191705,0.095852,0.403798,0.459898,0.547314,0.687156
660000,1608947,849.2,0.202129,0.101064,0.535813,0.423726,0.423163,0.641723
670000,1633675,860.1,0.212813,0.106406,0.409094,0.435072,0.336243,0.798074
680000,1658211,871.4,0.219482,0.109741,0.377072,0.457027,0.439983,0.716942
690000,1682820,883.4,0.221078,0.110539,0.493658,0.438575,0.470306,0.837269
700000,1707401,894.8,0.223034,0.111517,0.469311,0.408896,0.537385,0.809133
710000,1732062,905.9,0.221595,0.110798,0.483851,0.447447,0.404587,0.70652
720000,1756720,916.8,0.226415,0.113207,0.426261,0.428616,0.490914,0.613915
730000,1781594,927.3,0.219202,0.109601,0.487992,0.441765,0.391923,0.977751
740000,1806480,939.1,0.209489,0.104745,0.439558,0.478283,0.433826,0.690284
750000,1831329,951.2,0.201315,0.100658,0.443562,0.419995,0.644958,0.956818
760000,1856131,963.8,0.209955,0.104978,0.437721,0.408195,0.485653,1.105332
770000,1880949,977.6,0.201945,0.100973,0.420633,0.411439,0.617407,1.040815
780000,1905885,991.8,0.194944,0.097472,0.548112,0.434084,0.554987,0.763746
790000,1930715,1006.7,0.198271,0.099135,0.37873,0.447081,0.519751,1.021027
800000,1955748,1020.0,0.201009,0.100505,0.422312,0.412368,0.474484,0.784427
810000,1980846,1034.2,0.191605,0.095803,0.389583,0.470118,0.538615,0.842585
820000,2005831,1048.1,0.188743,0.094371,0.40825,0.447958,0.595986,0.910817
830000,2030939,1061.6,0.199325,0.099662,0.380681,0.418124,0.463833,1.065582
840000,2055877,1076.5,0.191281,0.09564,0.448367,0.349434,0.569357,0.839847
850000,2080945,1092.6,0.203042,0.101521,0.401101,0.447986,0.367473,0.875852
860000,2105937,1106.8,0.200217,0.100109,0.405659,0.381116,0.531152,0.914642
870000,2130949,1120.6,0.19602,0.09801,0.428463,0.35086,0.339041,0.758888
880000,2155953,1135.1,0.198105,0.099053,0.388233,0.478926,0.704963,0.720836
890000,2180715,1149.5,0.192339,0.096169,0.397995,0.456599,0.454689,0.789181
900000,2205488,1163.4,0.20088,0.10044,0.429892,0.427699,0.471282,0.806768
910000,2230208,1177.1,0.194346,0.097173,0.356089,0.42893,0.70811,0.74544
920000,2255038,1189.9,0.184159,0.09208,0.406926,0.422382,0.659164,0.829749
930000,2279707,1203.0,0.191877,0.095939,0.46228,0.428022,0.474296,0.886681
940000,2304409,1217.1,0.185953,0.092977,0.545083,0.430545,0.607388,0.838768
950000,2329118,1229.9,0.193348,0.096674,0.297058,0.357142,0.525079,0.777718
960000,2353791,1243.7,0.183354,0.091677,0.403036,0.432611,0.527962,0.733345
970000,2378539,1256.7,0.178587,0.089294,0.367311,0.364539,0.574149,0.712373
980000,2403141,1270.1,0.192928,0.096464,0.507406,0.440478,0.722429,0.932358
990000,2427753,1283.9,0.177625,0.088812,0.385789,0.410888,0.375447,0.934352
1000000,2452438,1297.7,0.174686,0.087343,0.437401,0.390523,0.497854,0.737444
1010000,2477115,1311.0,0.183956,0.091978,0.444422,0.387283,0.587092,0.869278
1020000,2501729,1322.9,0.178637,0.089319,0.513353,0.421359,0.49501,0.80844
1030000,2526337,1335.3,0.168345,0.084173,0.431993,0.406843,0.554495,0.717433
1040000,2550920,1349.6,0.166751,0.083376,0.391515,0.44109,0.550663,0.917344
1050000,2575534,1362.9,0.171639,0.085819,0.422006,0.424633,0.553163,1.031278
1060000,2600141,1377.3,0.178832,0.089416,0.358941,0.413835,0.710133,0.892739
1070000,2624617,1389.5,0.163038,0.081519,0.413995,0.410138,0.538589,0.906412
1080000,2649196,1402.2,0.163522,0.081761,0.406354,0.402694,0.702406,0.789747
1090000,2673636,1415.4,0.166854,0.083427,0.419718,0.436126,0.427678,0.748766
1100000,2698034,1427.8,0.162086,0.081043,0.408677,0.472446,0.331404,0.88394
1110000,2722523,1441.0,0.149972,0.074986,0.437614,0.443801,0.672539,0.931911
1120000,2746936,1455.6,0.146676,0.073338,0.418704,0.439895,0.586064,0.927612
1130000,2771353,1471.7,0.157262,0.078631,0.486675,0.39881,0.481837,0.669558
1140000,2795620,1485.2,0.153777,0.076889,0.364446,0.433748,0.582734,0.700661
1150000,2819918,1499.3,0.157512,0.078756,0.416605,0.425063,0.699354,0.790559
1160000,2844222,1513.5,0.152749,0.076374,0.440523,0.4283,0.524616,0.888465
1170000,2868633,1528.3,0.144433,0.072217,0.420331,0.477134,0.504795,0.769952
1180000,2892994,1542.0,0.149608,0.074804,0.394443,0.328457,0.792377,0.755358
1190000,2917215,1555.9,0.144203,0.072101,0.425167,0.416285,0.409785,0.731031
1200000,2941466,1569.5,0.139241,0.06962,0.403627,0.329794,0.445504,0.779099
1210000,2965697,1583.9,0.131617,0.065808,0.427954,0.370769,0.51676,0.534201
1220000,2989883,1599.2,0.134799,0.067399,0.452783,0.42141,0.421957,0.715236
1230000,3014106,1614.1,0.137573,0.068787,0.452835,0.382172,0.634152,0.773081
1240000,3038285,1627.2,0.132212,0.066106,0.444706,0.293589,0.653048,0.711879
1250000,3062482,1640.3,0.132577,0.066289,0.445175,0.328784,0.588521,0.823425
1260000,3086714,1653.4,0.123698,0.061849,0.43296,0.329018,0.570112,0.671917
1270000,3110844,1666.2,0.124362,0.062181,0.387674,0.389402,0.526219,0.636046
1280000,3134973,1679.7,0.133849,0.066924,0.344627,0.374507,0.628365,0.647292
1290000,3159175,1692.7,0.137065,0.068533,0.353812,0.403342,0.465987,0.719413
1300000,3183354,1705.4,0.123588,0.061794,0.444633,0.417338,0.559393,0.649726
1310000,3207511,1718.7,0.127429,0.063714,0.342785,0.39293,0.74264,0.88718
1320000,3231698,1732.3,0.127123,0.063561,0.406805,0.429307,0.740176,0.635097
1330000,3255779,1745.9,0.130734,0.065367,0.365687,0.43847,0.489629,0.584447
1340000,3279919,1758.3,0.123074,0.061537,0.405618,0.390741,0.530164,0.705897
1350000,3303941,1770.7,0.114948,0.057474,0.367211,0.442907,0.714728,0.48795
1360000,3328102,1784.3,0.125824,0.062912,0.392336,0.398227,0.531567,0.670678
1370000,3352106,1801.0,0.122325,0.061163,0.401639,0.376196,0.575508,0.602252
1380000,3376154,1818.8,0.120781,0.060391,0.452068,0.382786,0.487279,0.699798
1390000,3400139,1835.4,0.111786,0.055893,0.347714,0.418796,0.575946,0.52803
1400000,3424183,1851.8,0.122105,0.061052,0.421833,0.314054,0.614191,0.656309
1410000,3448136,1866.1,0.117482,0.058741,0.303501,0.349961,0.628439,0.77158
1420000,3472195,1881.2,0.112807,0.056403,0.449788,0.462287,0.577745,0.862047
1430000,3496189,1896.4,0.115634,0.057817,0.446597,0.32786,0.552068,0.656389
1440000,3520233,1911.2,0.114213,0.057107,0.368063,0.418687,0.838551,0.592696
1450000,3544138,1927.0,0.111145,0.055573,0.4936,0.389139,0.573087,0.83739
1460000,3568067,1942.9,0.113241,0.056621,0.370525,0.403702,0.742016,0.46706
1470000,3591961,1959.5,0.107605,0.053803,0.373568,0.324723,0.930731,0.580957
1480000,3615950,1976.2,0.108263,0.054131,0.484197,0.404928,0.595983,0.591843
1490000,3639937,1997.5,0.105873,0.052937,0.420819,0.433495,0.534434,0.676515
1500000,3663874,2016.8,0.107167,0.053584,0.469494,0.392559,0.517032,0.63542
1510000,3687769,2035.4,0.112579,0.05629,0.393812,0.342817,0.510577,0.683097
1520000,3711664,2054.3,0.102891,0.051446,0.443162,0.410919,1.010448,0.537526
1530000,3735589,2073.4,0.104291,0.052145,0.40202,0.4415,0.536657,0.842996
1540000,3759538,2089.7,0.106579,0.053289,0.483426,0.322291,0.68198,0.532225
1550000,3783441,2104.7,0.104382,0.052191,0.406045,0.413033,0.450788,0.735478
1560000,3807391,2120.9,0.10899,0.054495,0.419504,0.364262,0.514439,0.541769
1570000,3831312,2136.3,0.108792,0.054396,0.424611,0.383451,0.822263,0.74999
1580000,3855185,2150.7,0.104376,0.052188,0.442787,0.382733,0.62854,0.381301
1590000,3879123,2166.5,0.10324,0.05162,0.507966,0.330266,0.541269,0.667086
1600000,3902989,2182.8,0.102151,0.051076,0.387557,0.426357,0.566596,0.59525
1610000,3926855,2199.6,0.104026,0.052013,0.455502,0.309084,0.51356,0.519711
1620000,3950643,2215.5,0.104609,0.052305,0.418702,0.36145,0.63207,0.551917
1630000,3974584,2231.4,0.098151,0.049076,0.419,0.362137,0.307565,0.545295
1640000,3998422,2247.0,0.103931,0.051966,0.466516,0.314126,0.410822,0.685175
1650000,4022312,2261.7,0.098566,0.049283,0.422558,0.35266,0.671213,0.508485
1660000,4046177,2275.7,0.102338,0.051169,0.34053,0.400969,0.423727,0.603544
1670000,4070065,2292.1,0.09677,0.048385,0.347631,0.355493,0.55505,0.591672
1680000,4093997,2310.7,0.098327,0.049164,0.519229,0.338353,0.632432,0.574748
1690000,4117842,2325.8,0.101042,0.050521,0.397007,0.372268,0.615567,0.50616
1700000,4141633,2340.6,0.09424,0.04712,0.367527,0.383769,0.726337,0.48531
1710000,4165529,2356.9,0.095178,0.047589,0.486306,0.36076,0.590639,0.510495
1720000,4189342,2370.9,0.09756,0.04878,0.500227,0.350034,0.525359,0.551984
1730000,4213270,2384.6,0.09719,0.048595,0.43578,0.361528,0.630909,0.584016
1740000,4237201,2398.2,0.090591,0.045296,0.411834,0.382356,0.647049,0.503543
1750000,4261043,2412.4,0.092307,0.046153,0.482952,0.358165,0.812284,0.630552
1760000,4284882,2428.3,0.091608,0.045804,0.415542,0.354478,0.7324,0.495104
1770000,4308761,2446.5,0.092064,0.046032,0.44488,0.446769,0.457092,0.691831
1780000,4332544,2462.8,0.092838,0.046419,0.439977,0.331474,0.376767,0.555072
1790000,4356364,2478.3,0.087818,0.043909,0.454159,0.356145,0.673346,0.536425
1800000,4380202,2494.3,0.087591,0.043795,0.333017,0.276047,0.822986,0.606435
1810000,4404132,2510.7,0.094946,0.047473,0.47327,0.350033,0.518208,0.492415
1820000,4428102,2525.8,0.085734,0.042867,0.39055,0.342782,0.524637,0.533274
1830000,4452058,2541.4,0.082781,0.04139,0.40921,0.421074,0.765088,0.531967
1840000,4476070,2557.3,0.084055,0.042028,0.371769,0.295325,0.459393,0.454863
1850000,4500030,2575.6,0.080734,0.040367,0.442076,0.433632,0.454526,0.595684
1860000,4523982,2589.4,0.08401,0.042005,0.391659,0.332911,0.4623,0.717504
1870000,4548062,2604.2,0.079289,0.039645,0.435905,0.374418,0.525101,0.369713
1880000,4572060,2618.1,0.078838,0.039419,0.390487,0.40493,0.48972,0.514352
1890000,4596070,2631.2,0.077533,0.038766,0.42503,0.398898,0.47067,0.68578
1900000,4620080,2645.0,0.073908,0.036954,0.393313,0.28314,0.496978,0.484215
1910000,4644109,2658.6,0.070909,0.035455,0.420212,0.25982,0.506793,0.455027
1920000,4668271,2672.3,0.071511,0.035756,0.484071,0.384489,0.475377,0.560703
1930000,4692367,2686.1,0.070994,0.035497,0.464266,0.319544,0.778043,0.47458
1940000,4716432,2698.9,0.073078,0.036539,0.420989,0.377498,0.783533,0.49277
1950000,4740444,2713.0,0.069621,0.03481,0.433669,0.33376,0.49635,0.494994
1960000,4764590,2726.6,0.06126,0.03063,0.385817,0.470942,0.468755,0.584383
1970000,4788717,2740.6,0.064029,0.032014,0.37422,0.345028,0.569272,0.587649
1980000,4812758,2754.0,0.061961,0.030981,0.4026,0.383504,0.37169,0.675579
1990000,4836884,2767.0,0.064532,0.032266,0.452711,0.36519,0.441775,0.52173
2000000,4860995,2780.0,0.062203,0.031102,0.349688,0.414015,0.478412,0.603552
2010000,4885042,2792.3,0.057604,0.028802,0.388483,0.34848,0.43342,0.480233
2020000,4909120,2804.3,0.058149,0.029075,0.445646,0.320426,0.558051,0.782306
2030000,4933127,2816.5,0.057775,0.028887,0.480212,0.331616,0.365558,0.310164
2040000,4957224,2829.3,0.055447,0.027724,0.423429,0.307419,0.541258,0.703253
2050000,4981318,2842.8,0.062585,0.031292,0.432878,0.42512,0.677747,0.358207
2060000,5005389,2856.3,0.065304,0.032652,0.450462,0.337579,0.67439,0.604934
2070000,5029530,2869.8,0.063318,0.031659,0.563006,0.37957,0.599378,0.522697
2080000,5053430,2882.6,0.058555,0.029277,0.450739,0.305816,0.457505,0.55082
2090000,5077324,2896.2,0.063293,0.031647,0.415939,0.317422,0.607248,0.613995
2100000,5101257,2913.3,0.057606,0.028803,0.42514,0.383259,0.618516,0.533203
2110000,5125238,2930.5,0.05703,0.028515,0.38868,0.413559,0.599653,0.475244
2120000,5149091,2946.4,0.057352,0.028676,0.369801,0.375819,0.490088,0.731459
2130000,5172995,2960.3,0.059509,0.029754,0.37396,0.335564,0.505202,0.830103
2140000,5196900,2973.7,0.05776,0.02888,0.358691,0.356184,0.56156,0.463384
2150000,5220988,2988.2,0.054812,0.027406,0.36187,0.361229,0.565647,0.576354
2160000,5244915,3002.2,0.060121,0.030061,0.476074,0.338026,0.456827,0.553719
2170000,5268778,3016.1,0.057691,0.028846,0.431769,0.340568,0.442112,0.460325
2180000,5292649,3030.1,0.058775,0.029388,0.42746,0.286997,0.515404,0.37385
2190000,5316548,3044.4,0.056357,0.028178,0.387153,0.363859,0.586817,0.545548
2200000,5340505,3059.0,0.05882,0.02941,0.449101,0.445095,0.728822,0.458269
2210000,5364352,3072.6,0.052086,0.026043,0.409519,0.408111,0.367228,0.39349
2220000,5388381,3087.2,0.055929,0.027964,0.33265,0.432996,0.496332,0.417528
2230000,5412257,3101.2,0.054134,0.027067,0.305247,0.347241,0.485141,0.626161
2240000,5436218,3115.6,0.056645,0.028322,0.37518,0.481192,0.520763,0.581884
2250000,5460046,3129.9,0.058338,0.029169,0.369118,0.339299,0.475015,0.560669
2260000,5483858,3142.9,0.054895,0.027447,0.387247,0.334691,0.486904,0.717583
2270000,5507674,3156.8,0.051827,0.025914,0.423794,0.349978,0.658167,0.659441
2280000,5531595,3170.5,0.053415,0.026707,0.406105,0.324099,0.536336,0.335267
2290000,5555562,3184.4,0.056008,0.028004,0.391696,0.33241,0.670201,0.386641
2300000,5579652,3197.8,0.051176,0.025588,0.433689,0.310066,0.57265,0.485995
2310000,5603745,3211.2,0.052811,0.026405,0.374938,0.36527,0.660387,0.52294
2320000,5627834,3224.6,0.054159,0.027079,0.387935,0.383876,0.521585,0.352986
2330000,5651908,3238.7,0.047071,0.023535,0.443334,0.350265,0.522253,0.523416
2340000,5675995,3252.2,0.051371,0.025686,0.449215,0.278393,0.529238,0.477526
2350000,5700102,3265.9,0.04764,0.02382,0.452446,0.385692,0.424335,0.37276
2360000,5724234,3279.2,0.052614,0.026307,0.416574,0.333944,0.514027,0.506507
2370000,5748394,3292.2,0.045992,0.022996,0.44283,0.394265,0.554626,0.4254
2380000,5772507,3305.6,0.050321,0.02516,0.401886,0.259548,0.597769,0.538302
2390000,5796528,3318.1,0.046632,0.023316,0.483127,0.307945,0.46543,0.579006
2400000,5820553,3331.3,0.049281,0.02464,0.385212,0.311072,0.42777,0.576876
2410000,5844662,3344.1,0.053408,0.026704,0.42009,0.329692,0.560864,0.507231
2420000,5868740,3356.9,0.056193,0.028096,0.482272,0.357936,0.467193,0.511639
2430000,5892713,3369.7,0.04734,0.02367,0.464371,0.360293,0.602638,0.565345
2440000,5916589,3382.7,0.04768,0.02384,0.397452,0.376921,0.483532,0.578468
2450000,5940652,3396.0,0.056749,0.028375,0.408046,0.390103,0.555234,0.628493
2460000,5964823,3408.3,0.052094,0.026047,0.549507,0.322943,0.581008,0.732506
2470000,5988967,3421.7,0.056309,0.028155,0.358663,0.311787,0.36988,0.785014
2480000,6012834,3434.7,0.052376,0.026188,0.46892,0.329375,0.687963,0.455044
2490000,6036820,3447.8,0.049028,0.024514,0.38929,0.311,0.577039,0.773572
2500000,6060685,3461.2,0.055411,0.027705,0.392483,0.338045,0.506437,0.528794
2510000,6084527,3473.8,0.052502,0.026251,0.40115,0.380736,0.483499,0.537377
2520000,6108418,3486.2,0.054613,0.027306,0.343911,0.34609,0.707582,0.624969
2530000,6132334,3498.9,0.054984,0.027492,0.417051,0.342657,0.755418,0.564899
2540000,6156270,3511.8,0.050972,0.025486,0.443796,0.354759,0.464151,0.510836
2550000,6180188,3525.1,0.056558,0.028279,0.428071,0.313484,0.558151,0.575228
2560000,6204128,3538.7,0.046813,0.023406,0.379228,0.308448,0.664269,0.63945
2570000,6228075,3552.5,0.045454,0.022727,0.46821,0.357994,0.559428,0.499364
2580000,6251931,3566.1,0.047093,0.023546,0.356693,0.230749,0.628453,0.384889
2590000,6275817,3580.1,0.046717,0.023359,0.488445,0.326964,0.428277,0.556988
2600000,6299724,3593.8,0.048487,0.024243,0.411036,0.267272,0.624194,0.693933
2610000,6323609,3607.1,0.046286,0.023143,0.533019,0.338811,0.428815,0.542007
2620000,6347344,3620.7,0.041109,0.020554,0.397794,0.296415,0.499729,0.55985
2630000,6371113,3634.3,0.044636,0.022318,0.452123,0.383285,0.63224,0.493793
2640000,6394891,3647.1,0.050096,0.025048,0.413224,0.391228,0.598195,0.638892
2650000,6418773,3660.4,0.041906,0.020953,0.422956,0.380488,0.509431,0.588902
2660000,6442566,3673.6,0.042756,0.021378,0.350678,0.369259,0.568066,0.615042
2670000,6466438,3686.6,0.046583,0.023291,0.484214,0.362402,0.38347,0.510534
2680000,6490228,3699.3,0.044487,0.022243,0.437262,0.460381,0.61283,0.655582
2690000,6514107,3712.4,0.039861,0.01993,0.575769,0.427123,0.57512,0.334346
2700000,6537887,3725.9,0.047055,0.023527,0.420719,0.324327,0.551736,0.56476
2710000,6561553,3739.3,0.042012,0.021006,0.408069,0.317992,0.488567,0.598297
2720000,6585321,3752.9,0.051022,0.025511,0.431387,0.363314,0.515823,0.402135
2730000,6609230,3766.2,0.037895,0.018948,0.456716,0.373194,0.615897,0.653451
2740000,6633079,3779.6,0.03734,0.01867,0.507665,0.307733,0.54717,0.553328
2750000,6656816,3793.2,0.039826,0.019913,0.479353,0.332406,0.672941,0.422427
2760000,6680567,3806.9,0.041889,0.020945,0.455672,0.34996,0.498981,0.698086
2770000,6704432,3820.1,0.037968,0.018984,0.40988,0.336879,0.706006,0.473146
2780000,6728274,3834.0,0.038997,0.019498,0.444214,0.314493,0.371984,0.617252
2790000,6752000,3849.5,0.034549,0.017275,0.41666,0.284876,0.556142,0.597317
2800000,6775795,3864.0,0.035258,0.017629,0.424139,0.292156,0.510778,0.528043
2810000,6799547,3878.0,0.034762,0.017381,0.441871,0.301332,0.491019,0.549994
2820000,6823452,3892.0,0.034273,0.017136,0.372121,0.384429,0.631095,0.5448
2830000,6847463,3907.6,0.036224,0.018112,0.439463,0.373999,0.379387,0.401995
2840000,6871424,3921.9,0.037015,0.018507,0.483649,0.270513,0.623275,0.483311
2850000,6895428,3936.3,0.035352,0.017676,0.419581,0.270816,0.750736,0.442412
2860000,6919255,3950.0,0.037649,0.018825,0.443254,0.369876,0.537591,0.6304
2870000,6943345,3963.2,0.039143,0.019572,0.440641,0.325097,0.60024,0.529782
2880000,6967382,3977.0,0.040034,0.020017,0.414644,0.360158,0.610595,0.489788
2890000,6991405,3991.4,0.036628,0.018314,0.453468,0.38254,0.594186,0.586215
2900000,7015327,4005.5,0.03385,0.016925,0.451246,0.401154,0.421442,0.690211
2910000,7039295,4018.5,0.037495,0.018747,0.463775,0.32005,0.84431,0.609801
2920000,7063197,4031.6,0.036941,0.018471,0.413882,0.361357,0.652666,0.677951
2930000,7087245,4045.2,0.034478,0.017239,0.374796,0.319066,0.624504,0.53475
2940000,7111311,4059.0,0.03702,0.01851,0.47545,0.322411,0.512329,0.499083
2950000,7135338,4073.1,0.037722,0.018861,0.481961,0.41774,0.360348,0.518567
2960000,7159268,4087.1,0.032257,0.016128,0.411821,0.385384,0.797477,0.62808
2970000,7183257,4100.8,0.037911,0.018955,0.421722,0.287953,0.762016,0.679572
2980000,7207214,4114.2,0.038822,0.019411,0.361738,0.312622,0.542015,0.53843
2990000,7231188,4126.9,0.036319,0.018159,0.416289,0.310208,0.521638,0.500229
3000000,7255045,4140.0,0.038578,0.019289,0.429628,0.368109,0.502973,0.599893
